num_conta,cod_cliente,cod_agencia,cod_colaborador,tipo_conta,data_abertura,saldo_total,saldo_disponivel,data_ultimo_lancamento,ano_ultimo_lancamento,,,,,,,,,,,
759,759,2,69,PF,2022-01-02 14:41:00 UTC,937.584,1702.4,2022-12-29 23:59:59.09932 UTC,2022,,,,,,,,,,,
919,919,2,69,PF,2014-10-18 12:17:00 UTC,11549.643,11770.39,2018-09-03 14:38:01 UTC,2018,,,,,,,,,,,
972,972,2,69,PF,2010-08-10 15:41:00 UTC,18882.358,17130.82,2022-05-08 01:59:15 UTC,2022,,,,,,,,,,,
166,166,2,70,PF,2014-11-21 15:42:00 UTC,124745.6959,122476.89,2021-01-20 11:41:39 UTC,2021,,,,,,,,,,,
222,222,2,70,PF,2014-05-11 10:03:00 UTC,10214.635,10068.5,2017-07-30 00:08:27 UTC,2017,,,,,,,,,,,
642,642,2,70,PF,2019-06-26 12:58:00 UTC,14609.8988,14856.86,2022-12-29 23:59:59.449488 UTC,2022,,,,,,,,,,,
655,655,2,70,PF,2016-02-11 14:22:00 UTC,74550.7858,70325.65,2020-05-15 16:28:49 UTC,2020,,,,,,,,,,,
699,699,2,70,PF,2011-03-22 14:49:00 UTC,24351.5701,22299.44,2022-12-29 23:59:59.406374 UTC,2022,,,,,,,,,,,
700,700,2,70,PF,2017-12-06 16:13:00 UTC,24760.974,25235.92,2022-12-30 00:00:00.050689 UTC,2022,,,,,,,,,,,
510,510,2,81,PF,2012-03-16 13:03:00 UTC,23050.588,20939.23,2022-12-29 23:59:59.194889 UTC,2022,,,,,,,,,,,
640,640,2,81,PF,2020-06-11 14:58:00 UTC,151.1136,61.3,2022-12-29 23:59:59.961749 UTC,2022,,,,,,,,,,,
668,668,2,81,PF,2015-03-03 12:16:00 UTC,2967.7232,918.58,2022-12-30 00:00:00.758288 UTC,2022,,,,,,,,,,,
879,879,2,81,PF,2013-07-12 10:44:00 UTC,238990.8794,231759.98,2019-09-11 05:47:27 UTC,2019,,,,,,,,,,,
891,891,2,81,PF,2012-02-20 13:42:00 UTC,5171.9778,5112.55,2018-08-12 08:36:11 UTC,2018,,,,,,,,,,,
913,913,2,81,PF,2021-10-08 14:19:00 UTC,297.7512,128.35,2022-12-30 00:00:00.41435 UTC,2022,,,,,,,,,,,
75,75,2,96,PF,2011-06-12 13:50:00 UTC,43845.2998,44058.34,2022-10-08 06:10:17 UTC,2022,,,,,,,,,,,
201,201,2,96,PF,2021-11-12 16:43:00 UTC,20524.2641,19820.47,2022-12-30 00:00:00.097381 UTC,2022,,,,,,,,,,,
323,323,2,96,PF,2015-06-14 16:51:00 UTC,3914.17,3800.27,2022-12-30 00:00:00.568614 UTC,2022,,,,,,,,,,,
372,372,2,96,PF,2013-11-27 13:03:00 UTC,25957.5645,24630.6,2019-10-25 08:58:32 UTC,2019,,,,,,,,,,,
425,425,2,96,PF,2021-01-22 13:13:00 UTC,773.5351,29312.93,2022-12-29 23:59:59.637724 UTC,2022,,,,,,,,,,,
547,547,2,96,PF,2013-04-04 15:11:00 UTC,24559.9985,45922.63,2018-01-29 23:27:08 UTC,2018,,,,,,,,,,,
623,623,2,96,PF,2018-06-12 11:47:00 UTC,274.8616,195.38,2021-11-04 05:58:29 UTC,2021,,,,,,,,,,,
659,659,2,96,PF,2011-09-22 14:33:00 UTC,43301.9196,40067.48,2019-10-04 10:28:51 UTC,2019,,,,,,,,,,,
797,797,2,96,PF,2018-10-21 14:14:00 UTC,66.3166,40.06,2022-12-30 00:00:00.98649 UTC,2022,,,,,,,,,,,
826,826,2,96,PF,2017-07-16 10:31:00 UTC,3343.1232,3376.43,2019-08-18 17:54:24 UTC,2019,,,,,,,,,,,
890,890,2,96,PF,2013-12-11 14:23:00 UTC,91.9126,34.61,2022-09-19 07:33:48 UTC,2022,,,,,,,,,,,
998,998,2,96,PF,2013-11-07 13:05:00 UTC,12110.9472,47398.84,2016-07-24 12:03:50 UTC,2016,,,,,,,,,,,
135,135,3,4,PF,2016-07-03 12:30:00 UTC,7367.5968,7665.52,2020-11-27 11:01:16 UTC,2020,,,,,,,,,,,
189,189,3,4,PF,2021-09-16 11:47:00 UTC,3657.9384,2875.48,2022-12-29 23:47:10 UTC,2022,,,,,,,,,,,
656,656,3,4,PF,2019-02-20 12:24:00 UTC,30350.7828,30770.78,2021-05-18 04:02:16 UTC,2021,,,,,,,,,,,
814,814,3,4,PF,2014-09-09 14:55:00 UTC,20261.3382,19025.32,2018-09-10 03:08:32 UTC,2018,,,,,,,,,,,
876,876,3,4,PF,2019-04-17 11:01:00 UTC,5137.4961,5069.37,2022-12-29 23:59:59.711504 UTC,2022,,,,,,,,,,,
895,895,3,4,PF,2022-08-15 11:35:00 UTC,3191.8554,3020.27,2022-12-30 00:00:00.708347 UTC,2022,,,,,,,,,,,
963,963,3,4,PF,2022-06-13 15:07:00 UTC,6909.4773,6250.55,2022-12-29 23:59:59.305111 UTC,2022,,,,,,,,,,,
70,70,3,27,PF,2021-02-18 15:23:00 UTC,108.5105,28940.35,2022-12-30 00:00:00.135754 UTC,2022,,,,,,,,,,,
229,229,3,27,PF,2013-01-20 11:26:00 UTC,15665.47,15511.6,2016-11-13 19:53:00 UTC,2016,,,,,,,,,,,
368,368,3,27,PF,2016-03-03 13:31:00 UTC,12017.3865,12075.63,2022-12-29 23:59:59.147739 UTC,2022,,,,,,,,,,,
376,376,3,27,PF,2012-04-07 15:08:00 UTC,11668.1467,10745.11,2022-09-30 08:42:18 UTC,2022,,,,,,,,,,,
721,721,3,27,PF,2022-07-17 14:30:00 UTC,1729.3182,1623.71,2022-12-29 23:59:59.060207 UTC,2022,,,,,,,,,,,
845,845,3,27,PF,2020-12-16 15:14:00 UTC,904.8035,477.95,2022-12-30 00:00:00.802509 UTC,2022,,,,,,,,,,,
897,897,3,27,PF,2016-12-07 11:46:00 UTC,208.5146,156.15,2022-12-29 23:59:59.625723 UTC,2022,,,,,,,,,,,
21,21,3,37,PF,2016-07-10 12:29:00 UTC,7250.568,6957.31,2022-11-24 19:30:54 UTC,2022,,,,,,,,,,,
129,129,3,37,PF,2013-01-08 15:31:00 UTC,40602.2612,38336.69,2020-04-09 07:00:43 UTC,2020,,,,,,,,,,,
212,212,3,37,PF,2021-04-09 15:40:00 UTC,26933.3792,26472.64,2022-12-29 23:59:59.48936 UTC,2022,,,,,,,,,,,
420,420,3,37,PF,2013-01-24 10:10:00 UTC,10852.6219,11170.85,2017-05-22 20:51:50 UTC,2017,,,,,,,,,,,
608,608,3,37,PF,2014-09-20 11:49:00 UTC,28555.18,28544.94,2019-12-14 17:57:10 UTC,2019,,,,,,,,,,,
767,767,3,37,PF,2019-12-06 15:52:00 UTC,77102.7296,74114.26,2022-12-18 14:40:10 UTC,2022,,,,,,,,,,,
850,850,3,37,PF,2013-07-22 14:42:00 UTC,117660.8021,107914.04,2018-08-05 01:57:43 UTC,2018,,,,,,,,,,,
173,173,3,41,PF,2021-05-12 14:45:00 UTC,87.4356,536.72,2022-12-29 23:59:59.464383 UTC,2022,,,,,,,,,,,
525,525,3,41,PF,2012-05-03 13:10:00 UTC,22773.8056,20567.89,2017-10-21 07:21:47 UTC,2017,,,,,,,,,,,
576,576,3,41,PF,2015-12-26 13:07:00 UTC,1618.477,1368.46,2021-04-12 00:08:06 UTC,2021,,,,,,,,,,,
582,582,3,41,PF,2013-02-21 11:58:00 UTC,36087.8121,37148.3,2022-12-30 00:00:00.462063 UTC,2022,,,,,,,,,,,
603,603,3,41,PF,2018-04-20 10:44:00 UTC,4323.1524,4352.13,2022-12-29 15:20:07 UTC,2022,,,,,,,,,,,
689,689,3,41,PF,2014-04-15 11:08:00 UTC,37557.594,34398.15,2022-12-29 22:51:57 UTC,2022,,,,,,,,,,,
861,861,3,41,PF,2018-07-15 11:31:00 UTC,3621.6449,3264.96,2022-09-26 16:33:15 UTC,2022,,,,,,,,,,,
104,104,3,45,PF,2018-01-04 12:09:00 UTC,10225.3776,10009.55,2022-12-30 00:00:00.624769 UTC,2022,,,,,,,,,,,
179,179,3,45,PF,2019-01-15 11:29:00 UTC,67454.0484,66086.48,2022-12-29 23:59:59.901142 UTC,2022,,,,,,,,,,,
364,364,3,45,PF,2013-09-07 14:06:00 UTC,19006.897,19977.87,2019-02-24 05:44:55 UTC,2019,,,,,,,,,,,
371,371,3,45,PF,2012-12-04 12:48:00 UTC,35852.7814,32782.46,2022-12-29 23:58:41 UTC,2022,,,,,,,,,,,
535,535,3,45,PF,2014-09-06 13:52:00 UTC,35.2724,24.18,2021-09-06 18:08:48 UTC,2021,,,,,,,,,,,
800,800,3,45,PF,2015-02-25 15:05:00 UTC,45523.6656,46356.45,2022-12-30 00:00:00.482356 UTC,2022,,,,,,,,,,,
840,840,3,45,PF,2013-02-05 11:08:00 UTC,18951.8115,19926.05,2022-12-29 23:59:59.777193 UTC,2022,,,,,,,,,,,
966,966,3,45,PF,2013-11-05 15:33:00 UTC,15348.3072,15243.72,2022-12-29 08:21:46 UTC,2022,,,,,,,,,,,
71,71,3,47,PF,2013-12-14 13:59:00 UTC,16164.5365,14842.35,2019-12-04 03:28:17 UTC,2019,,,,,,,,,,,
162,162,3,47,PF,2012-11-15 11:37:00 UTC,22674.0248,22376.76,2016-11-24 10:37:37 UTC,2016,,,,,,,,,,,
238,238,3,47,PF,2019-03-08 16:08:00 UTC,786.8812,783.2,2022-12-29 23:59:59.181535 UTC,2022,,,,,,,,,,,
374,374,3,47,PF,2013-07-28 11:52:00 UTC,71434.5528,69922.48,2021-03-04 21:21:16 UTC,2021,,,,,,,,,,,
430,430,3,47,PF,2013-08-16 11:02:00 UTC,1546.671,1451.68,2019-03-11 04:35:56 UTC,2019,,,,,,,,,,,
752,752,3,47,PF,2017-10-28 15:26:00 UTC,657.9225,538.65,2022-12-29 23:59:59.381012 UTC,2022,,,,,,,,,,,
778,778,3,47,PF,2018-12-21 14:46:00 UTC,4988.4287,5373.21,2022-12-29 23:59:59.562888 UTC,2022,,,,,,,,,,,
832,832,3,47,PF,2012-12-25 15:27:00 UTC,56012.7852,51659.17,2019-09-23 22:31:07 UTC,2019,,,,,,,,,,,
863,863,3,47,PF,2015-11-26 12:41:00 UTC,118.8054,56.56,2018-09-23 21:05:00 UTC,2018,,,,,,,,,,,
3,3,3,49,PF,2013-01-05 13:13:00 UTC,25244.4854,24079.04,2022-08-14 20:51:30 UTC,2022,,,,,,,,,,,
155,155,3,49,PF,2013-08-22 13:27:00 UTC,57577.01,57526.38,2018-09-21 22:25:28 UTC,2018,,,,,,,,,,,
523,523,3,49,PF,2013-03-18 10:44:00 UTC,16025.31,14722.03,2015-06-04 18:42:29 UTC,2015,,,,,,,,,,,
765,765,3,49,PF,2019-05-27 12:48:00 UTC,291.0776,200.49,2022-12-29 23:59:59.267491 UTC,2022,,,,,,,,,,,
846,846,3,49,PF,2013-10-12 10:33:00 UTC,143847.088,130458.18,2022-12-30 00:00:00.110692 UTC,2022,,,,,,,,,,,
881,881,3,49,PF,2019-12-23 15:28:00 UTC,5707.7862,5466.55,2022-12-29 23:57:20 UTC,2022,,,,,,,,,,,
886,886,3,49,PF,2014-04-26 15:43:00 UTC,3586.6922,3645.79,2019-03-02 04:00:38 UTC,2019,,,,,,,,,,,
909,909,3,74,PF,2019-01-04 13:26:00 UTC,64506.1495,67700.81,2022-11-25 11:40:32 UTC,2022,,,,,,,,,,,
56,56,3,78,PF,2022-09-21 14:40:00 UTC,149048.218,139067.4,2022-12-29 23:59:59.172722 UTC,2022,,,,,,,,,,,
269,269,3,78,PF,2013-01-05 13:51:00 UTC,15245.685,14424.13,2020-06-26 14:50:37 UTC,2020,,,,,,,,,,,
325,325,3,78,PF,2014-04-14 15:34:00 UTC,23586.847,24763.26,2017-06-18 05:59:33 UTC,2017,,,,,,,,,,,
480,480,3,78,PF,2012-12-09 11:58:00 UTC,104.98,11.27,2022-11-03 15:02:20 UTC,2022,,,,,,,,,,,
507,507,3,78,PF,2015-04-20 11:35:00 UTC,296.1534,254.43,2021-09-24 11:34:05 UTC,2021,,,,,,,,,,,
599,599,3,78,PF,2020-01-11 14:52:00 UTC,161.9366,139.21,2022-12-27 05:16:01 UTC,2022,,,,,,,,,,,
898,898,3,78,PF,2013-02-25 15:54:00 UTC,79839.1567,79023.89,2018-03-09 02:47:00 UTC,2018,,,,,,,,,,,
914,914,3,78,PF,2017-11-11 11:08:00 UTC,675.8314,650.86,2022-12-26 03:19:05 UTC,2022,,,,,,,,,,,
43,43,3,88,PF,2016-09-03 15:08:00 UTC,43388.048,39429.83,2022-12-29 23:59:59.486255 UTC,2022,,,,,,,,,,,
80,80,3,88,PF,2015-04-23 15:08:00 UTC,28432.931,29330,2022-12-29 23:58:24 UTC,2022,,,,,,,,,,,
205,205,3,88,PF,2016-01-15 11:42:00 UTC,28440.0222,26009.76,2022-08-23 17:11:54 UTC,2022,,,,,,,,,,,
373,373,3,88,PF,2013-07-19 15:18:00 UTC,47371.6908,48268.47,2016-11-07 23:16:26 UTC,2016,,,,,,,,,,,
419,419,3,88,PF,2013-05-01 15:18:00 UTC,1444.2596,1153.85,2022-12-30 00:00:00.898288 UTC,2022,,,,,,,,,,,
115,115,3,98,PF,2013-01-16 15:15:00 UTC,6.4741,82556.41,2016-08-14 00:37:46 UTC,2016,,,,,,,,,,,
193,193,3,98,PF,2014-06-24 14:39:00 UTC,9466.416,9226.57,2022-12-29 23:59:59.974984 UTC,2022,,,,,,,,,,,
248,248,3,98,PF,2019-06-13 11:34:00 UTC,919.2544,871.17,2022-08-07 17:26:08 UTC,2022,,,,,,,,,,,
298,298,3,98,PF,2012-04-21 15:53:00 UTC,106461.8007,99486.45,2019-04-06 04:06:26 UTC,2019,,,,,,,,,,,
408,408,3,98,PF,2021-10-15 10:47:00 UTC,9193.0572,8497.31,2022-12-30 00:00:00.614611 UTC,2022,,,,,,,,,,,
416,416,3,98,PF,2022-12-18 13:37:00 UTC,35643.506,34907.8,2023-01-01 20:22:28.291488 UTC,2023,,,,,,,,,,,
592,592,3,98,PF,2014-10-28 14:46:00 UTC,493.4052,427.08,2022-12-06 18:19:31 UTC,2022,,,,,,,,,,,
866,866,3,98,PF,2019-06-22 13:36:00 UTC,4.3416,624.82,2022-12-30 00:00:00.276554 UTC,2022,,,,,,,,,,,
906,906,3,98,PF,2012-11-25 14:07:00 UTC,25095.4908,25725.94,2022-12-29 23:59:59.463588 UTC,2022,,,,,,,,,,,
960,960,3,98,PF,2014-07-05 13:14:00 UTC,78171.21,77835.11,2020-01-10 00:14:06 UTC,2020,,,,,,,,,,,
9,9,4,3,PF,2022-12-08 11:21:00 UTC,81101.6282,75739.07,2022-12-30 16:23:13.549956 UTC,2022,,,,,,,,,,,
39,39,4,3,PF,2022-04-25 15:35:00 UTC,12353.2128,12760.23,2022-12-29 23:59:59.468678 UTC,2022,,,,,,,,,,,
460,460,4,3,PF,2014-03-04 10:43:00 UTC,4130.976,2982.8,2022-12-24 04:32:38 UTC,2022,,,,,,,,,,,
571,571,4,3,PF,2018-01-18 14:36:00 UTC,469.7516,316.68,2022-12-30 00:00:00.108166 UTC,2022,,,,,,,,,,,
580,580,4,3,PF,2014-05-04 13:13:00 UTC,17823.1248,17114.17,2022-12-29 23:59:59.585665 UTC,2022,,,,,,,,,,,
727,727,4,3,PF,2020-08-10 12:55:00 UTC,2660.2608,1976.68,2022-06-08 10:09:04 UTC,2022,,,,,,,,,,,
780,780,4,3,PF,2018-02-05 11:35:00 UTC,2476.5294,2414.31,2022-02-20 07:42:18 UTC,2022,,,,,,,,,,,
813,813,4,3,PF,2020-08-28 11:27:00 UTC,410.84,202.07,2022-12-30 00:00:00.084096 UTC,2022,,,,,,,,,,,
848,848,4,3,PF,2022-10-14 14:02:00 UTC,6.0864,26.09,2022-12-29 23:59:59.524731 UTC,2022,,,,,,,,,,,
924,924,4,3,PF,2021-10-20 15:55:00 UTC,26185.644,23748.1,2022-12-29 23:59:14 UTC,2022,,,,,,,,,,,
943,943,4,3,PF,2017-09-07 15:09:00 UTC,35595.4542,32521.38,2022-12-30 00:00:00.929314 UTC,2022,,,,,,,,,,,
5,5,4,32,PF,2015-01-14 11:53:00 UTC,137649.19,120169.19,2018-07-24 03:18:52 UTC,2018,,,,,,,,,,,
49,49,4,32,PF,2021-05-05 12:58:00 UTC,349.1642,97.49,2022-12-29 23:59:59.235451 UTC,2022,,,,,,,,,,,
148,148,4,32,PF,2016-02-22 11:31:00 UTC,6451.9762,5824.07,2022-12-28 19:44:36 UTC,2022,,,,,,,,,,,
187,187,4,32,PF,2022-03-08 15:48:00 UTC,8302.287,7893.98,2022-12-29 23:59:59.691567 UTC,2022,,,,,,,,,,,
250,250,4,32,PF,2018-12-08 13:43:00 UTC,8020.7748,9242.54,2022-12-29 23:59:59.833297 UTC,2022,,,,,,,,,,,
279,279,4,32,PF,2018-04-09 11:15:00 UTC,21046.9824,21497.92,2022-12-29 23:59:59.844831 UTC,2022,,,,,,,,,,,
356,356,4,32,PF,2014-01-13 11:30:00 UTC,44776.38,40667.3,2022-06-01 14:56:38 UTC,2022,,,,,,,,,,,
444,444,4,32,PF,2022-11-20 16:56:00 UTC,3825.864,3737.08,2022-12-30 00:00:00.907773 UTC,2022,,,,,,,,,,,
467,467,4,32,PF,2018-02-26 12:52:00 UTC,32232.6802,32091.99,2022-12-29 23:59:59.242815 UTC,2022,,,,,,,,,,,
615,615,4,32,PF,2021-06-11 16:02:00 UTC,98888.4733,90717.11,2022-12-30 00:00:00.184665 UTC,2022,,,,,,,,,,,
638,638,4,32,PF,2018-07-05 11:41:00 UTC,314,19.7,2022-12-29 23:59:59.306088 UTC,2022,,,,,,,,,,,
705,705,4,32,PF,2015-07-24 13:19:00 UTC,7272.482,7395.5,2019-05-21 05:28:33 UTC,2019,,,,,,,,,,,
749,749,4,32,PF,2018-08-23 12:31:00 UTC,45291.6672,43485.14,2021-05-18 15:03:23 UTC,2021,,,,,,,,,,,
781,781,4,32,PF,2014-09-23 11:27:00 UTC,337.701,78.42,2022-07-26 15:01:24 UTC,2022,,,,,,,,,,,
828,828,4,32,PF,2021-12-25 12:52:00 UTC,10753.2115,10954.17,2022-12-30 00:00:00.363526 UTC,2022,,,,,,,,,,,
830,830,4,32,PF,2018-01-11 14:07:00 UTC,20823.5352,19957.63,2022-12-29 16:43:16 UTC,2022,,,,,,,,,,,
834,834,4,32,PF,2015-03-25 14:02:00 UTC,241.1656,179.65,2018-08-31 03:04:19 UTC,2018,,,,,,,,,,,
923,923,4,32,PF,2021-05-05 13:11:00 UTC,21432.6196,21785.72,2022-12-29 23:59:59 UTC,2022,,,,,,,,,,,
988,988,4,32,PF,2021-02-22 14:02:00 UTC,2195.1384,2052.75,2022-12-28 21:18:58 UTC,2022,,,,,,,,,,,
57,57,4,61,PF,2017-05-04 16:51:00 UTC,698.566,619.98,2022-12-29 23:58:01 UTC,2022,,,,,,,,,,,
60,60,4,61,PF,2017-11-28 14:52:00 UTC,3646.3742,3704.51,2022-02-17 17:18:46 UTC,2022,,,,,,,,,,,
161,161,4,61,PF,2015-08-17 15:19:00 UTC,7354.6442,6742.02,2021-10-24 13:08:04 UTC,2021,,,,,,,,,,,
230,230,4,61,PF,2020-12-22 16:37:00 UTC,8796.0496,8269.42,2022-12-30 00:00:00.169379 UTC,2022,,,,,,,,,,,
252,252,4,61,PF,2019-07-18 12:56:00 UTC,269.7096,237.12,2021-06-17 13:59:18 UTC,2021,,,,,,,,,,,
322,322,4,61,PF,2014-06-27 15:40:00 UTC,48224.9295,48608.93,2019-02-24 23:20:51 UTC,2019,,,,,,,,,,,
350,350,4,61,PF,2018-11-15 15:42:00 UTC,65716.299,66372.28,2022-12-30 00:00:00.14673 UTC,2022,,,,,,,,,,,
541,541,4,61,PF,2019-04-25 13:04:00 UTC,80038.6673,82151.29,2022-12-29 18:39:24 UTC,2022,,,,,,,,,,,
568,568,4,61,PF,2020-08-22 15:21:00 UTC,78357.2816,74084.74,2022-12-29 23:59:59.094036 UTC,2022,,,,,,,,,,,
575,575,4,61,PF,2015-07-27 11:15:00 UTC,80964.1014,79474.92,2022-06-23 07:35:02 UTC,2022,,,,,,,,,,,
852,852,4,61,PF,2015-07-01 16:05:00 UTC,41988.5928,42369.58,2016-09-28 15:36:43 UTC,2016,,,,,,,,,,,
970,970,4,61,PF,2021-01-07 15:42:00 UTC,34423.4415,32777.22,2022-12-29 09:00:54 UTC,2022,,,,,,,,,,,
164,164,4,73,PF,2014-09-08 12:52:00 UTC,6258.364,6164.68,2020-05-21 03:00:44 UTC,2020,,,,,,,,,,,
233,233,4,73,PF,2014-12-02 14:14:00 UTC,30.0622,9.76,2019-04-09 01:26:15 UTC,2019,,,,,,,,,,,
259,259,4,73,PF,2019-10-12 12:17:00 UTC,143.9934,102.77,2022-12-29 23:59:59.925936 UTC,2022,,,,,,,,,,,
304,304,4,73,PF,2019-07-04 11:12:00 UTC,47188.6454,44492.25,2021-03-07 13:57:27 UTC,2021,,,,,,,,,,,
346,346,4,73,PF,2019-03-02 11:07:00 UTC,72228.9528,66842.31,2022-06-21 22:38:31 UTC,2022,,,,,,,,,,,
363,363,4,73,PF,2022-05-03 11:19:00 UTC,5784.426,4613.95,2022-12-29 23:59:59.540603 UTC,2022,,,,,,,,,,,
366,366,4,73,PF,2014-06-06 15:19:00 UTC,18102.1582,18358.39,2022-12-29 23:59:59.693692 UTC,2022,,,,,,,,,,,
390,390,4,73,PF,2018-08-17 15:11:00 UTC,245.62,301.42,2022-12-20 16:53:47 UTC,2022,,,,,,,,,,,
448,448,4,73,PF,2019-12-18 13:11:00 UTC,108585.12,108046.82,2022-12-30 00:00:00.302617 UTC,2022,,,,,,,,,,,
515,515,4,73,PF,2014-04-17 15:32:00 UTC,127.8115,101.63,2022-12-30 00:00:00.819885 UTC,2022,,,,,,,,,,,
614,614,4,73,PF,2014-04-16 13:23:00 UTC,17250.8909,17057.35,2018-10-11 13:45:20 UTC,2018,,,,,,,,,,,
624,624,4,73,PF,2015-08-03 16:55:00 UTC,6263.4168,5759.04,2022-04-09 16:15:28 UTC,2022,,,,,,,,,,,
703,703,4,73,PF,2015-03-04 13:12:00 UTC,13916.0832,14255.22,2020-04-08 17:50:08 UTC,2020,,,,,,,,,,,
723,723,4,73,PF,2013-12-02 14:38:00 UTC,29617.0222,27618.22,2019-08-17 03:45:19 UTC,2019,,,,,,,,,,,
753,753,4,73,PF,2017-07-04 15:05:00 UTC,13400.35,13211.55,2022-09-08 08:44:46 UTC,2022,,,,,,,,,,,
776,776,4,73,PF,2021-03-14 15:58:00 UTC,117.6,76.58,2022-12-29 23:59:59.00265 UTC,2022,,,,,,,,,,,
798,798,4,73,PF,2015-11-21 10:49:00 UTC,539.2416,509.95,2022-12-29 23:56:27 UTC,2022,,,,,,,,,,,
838,838,4,73,PF,2013-11-15 16:17:00 UTC,20058.3032,19265.34,2021-05-08 07:11:47 UTC,2021,,,,,,,,,,,
899,899,4,73,PF,2021-10-17 13:00:00 UTC,8539.3682,8294.29,2022-12-29 23:59:59.35822 UTC,2022,,,,,,,,,,,
934,934,4,73,PF,2017-08-25 16:02:00 UTC,4177.6713,3450.27,2022-12-29 23:59:59.465741 UTC,2022,,,,,,,,,,,
940,940,4,73,PF,2016-10-25 11:53:00 UTC,7979.81,8178.8,2022-12-29 23:55:32 UTC,2022,,,,,,,,,,,
974,974,4,73,PF,2014-07-18 15:15:00 UTC,1633.7509,1166.87,2016-11-23 20:48:56 UTC,2016,,,,,,,,,,,
993,993,4,73,PF,2017-10-07 11:40:00 UTC,6775.4115,6150.55,2021-11-17 01:08:31 UTC,2021,,,,,,,,,,,
102,102,5,5,PF,2015-02-28 16:28:00 UTC,15506.3101,14875.64,2022-12-29 23:59:59.841585 UTC,2022,,,,,,,,,,,
158,158,5,5,PF,2018-10-22 15:47:00 UTC,102.454,60.28,2022-02-07 05:58:52 UTC,2022,,,,,,,,,,,
312,312,5,5,PF,2022-07-12 16:34:00 UTC,2990.5535,2843.45,2022-12-29 23:59:59.301049 UTC,2022,,,,,,,,,,,
532,532,5,5,PF,2021-07-13 14:56:00 UTC,49694.78,49628.38,2022-12-30 00:00:00.473273 UTC,2022,,,,,,,,,,,
747,747,5,5,PF,2022-11-18 14:04:00 UTC,505.386,507.2,2022-12-29 23:59:59.735921 UTC,2022,,,,,,,,,,,
180,180,5,9,PF,2022-07-21 12:36:00 UTC,3046.3191,3004.33,2022-12-29 23:59:59.643909 UTC,2022,,,,,,,,,,,
215,215,5,9,PF,2020-04-10 14:14:00 UTC,45569.0128,44209.51,2022-12-29 23:59:59.137126 UTC,2022,,,,,,,,,,,
413,413,5,9,PF,2014-05-20 11:41:00 UTC,12999.9303,13377.54,2022-12-29 23:10:57 UTC,2022,,,,,,,,,,,
600,600,5,9,PF,2021-01-10 15:35:00 UTC,2724.051,2350.11,2022-12-29 23:59:59.635068 UTC,2022,,,,,,,,,,,
980,980,5,9,PF,2022-07-27 11:26:00 UTC,5490.924,5758.24,2022-12-30 00:00:00.431605 UTC,2022,,,,,,,,,,,
1,1,5,10,PF,2014-07-08 16:25:00 UTC,22473.87,22538.06,2022-11-08 13:22:46 UTC,2022,,,,,,,,,,,
223,223,5,10,PF,2022-12-17 16:43:00 UTC,30.261,12.23,2022-12-29 23:59:59.024565 UTC,2022,,,,,,,,,,,
476,476,5,10,PF,2018-05-26 15:11:00 UTC,37413.5986,34814.88,2021-02-23 06:10:46 UTC,2021,,,,,,,,,,,
630,630,5,10,PF,2014-07-02 12:56:00 UTC,799.293,698.33,2022-12-03 10:49:57 UTC,2022,,,,,,,,,,,
833,833,5,10,PF,2014-07-17 12:29:00 UTC,16409.3724,15424.99,2021-03-23 03:37:51 UTC,2021,,,,,,,,,,,
157,157,5,21,PF,2017-08-20 12:13:00 UTC,183979.0378,172773.53,2022-12-27 08:19:50 UTC,2022,,,,,,,,,,,
326,326,5,21,PF,2018-01-27 14:50:00 UTC,35921.4471,1284.29,2022-09-02 11:18:09 UTC,2022,,,,,,,,,,,
447,447,5,21,PF,2022-03-08 15:28:00 UTC,453.5041,396.53,2022-12-29 23:59:59.104941 UTC,2022,,,,,,,,,,,
514,514,5,21,PF,2021-01-20 11:35:00 UTC,12237.5344,11325.96,2022-12-29 23:59:59.719657 UTC,2022,,,,,,,,,,,
196,196,5,36,PF,2014-06-05 12:16:00 UTC,34585.584,35985.86,2021-04-27 14:55:59 UTC,2021,,,,,,,,,,,
343,343,5,36,PF,2021-09-20 12:12:00 UTC,25938.2235,24644.54,2022-12-30 00:00:00.725948 UTC,2022,,,,,,,,,,,
692,692,5,36,PF,2014-07-11 12:48:00 UTC,34962.18,32166.28,2022-12-30 00:00:00.681571 UTC,2022,,,,,,,,,,,
987,987,5,36,PF,2014-08-02 14:57:00 UTC,2148.68,2159.69,2016-08-29 01:18:41 UTC,2016,,,,,,,,,,,
328,328,5,43,PF,2017-03-04 13:03:00 UTC,36948.711,33788.96,2019-05-02 05:36:42 UTC,2019,,,,,,,,,,,
562,562,5,43,PF,2021-07-16 16:50:00 UTC,1973.9339,1811.49,2022-12-29 23:59:59.876057 UTC,2022,,,,,,,,,,,
653,653,5,43,PF,2016-06-16 14:20:00 UTC,94097.6508,86317.93,2022-12-29 23:59:59.734108 UTC,2022,,,,,,,,,,,
817,817,5,43,PF,2021-11-25 15:41:00 UTC,41127.3954,41896.73,2022-12-29 23:59:59.306737 UTC,2022,,,,,,,,,,,
309,309,5,50,PF,2015-07-15 11:21:00 UTC,14816.4096,15334.76,2022-12-29 23:36:48 UTC,2022,,,,,,,,,,,
516,516,5,50,PF,2019-09-19 15:25:00 UTC,335.9865,349.48,2022-12-30 00:00:00.409004 UTC,2022,,,,,,,,,,,
