cod_cliente,primeiro_nome,ultimo_nome,email,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento,endereco,cep,Quantidades de Tipos de Clientes
966,Carlos Eduardo,Pinto,baraujo@example.net,PF,2013-11-05 15:33:00 UTC,813.064.752-44,12/23/1943,"Quadra Gabrielly Moreira, 2 Vila Maria 33753217 Gomes de Minas / SE",78125-333,
52,Otávio,Pires,brunagoncalves@example.net,PF,2022-08-14 15:20:00 UTC,568.437.290-29,2/26/1955,"Rodovia Isaac Silva, 99 Vila Santa Monica 1ª Seção 54647-803 Ramos de Minas / AC",91403292,
82,Kamilly,Pires,joao-felipe15@example.org,PF,2019-07-03 13:17:00 UTC,518.329.470-41,3/9/1955,"Esplanada da Cruz, 23 Vila Nova Cachoeirinha 3ª Seção 10616-772 Caldeira / AM",16914199,
201,Olivia,Pires,samuelcardoso@example.org,PF,2021-11-12 16:43:00 UTC,530.247.619-34,1/29/1948,"Ladeira Nicolas Cardoso, 319 Túnel De Ibirité 18390285 Cardoso / SE",92524874,
250,Sophia,Pires,araujopietra@example.com,PF,2018-12-08 13:43:00 UTC,318.462.075-17,7/3/1964,"Loteamento Bernardo Pinto, 7 Vila Pilar 00343041 Pereira / RN",48576950,
269,Pedro Miguel,Pires,vitoria03@example.net,PF,2013-01-05 13:51:00 UTC,548.673.192-28,6/18/2002,"Parque de Melo, 41 Piratininga 03368361 Peixoto / MG",29962-922,
334,Marina,Pires,marina08@example.com,PF,2016-10-08 11:12:00 UTC,708.269.541-11,6/28/1998,"Largo Yasmin Nascimento, 62 Fazendinha 98403464 Melo / ES",17185-932,
433,Cecília,Pires,enzo-gabrielsouza@example.org,PF,2021-12-16 11:19:00 UTC,389.561.740-75,2/7/1980,"Alameda Barros, 6 Vila Paquetá 49935-894 da Paz da Mata / AC",22473392,
504,Isabelly,Pires,andre77@example.org,PF,2015-04-22 14:18:00 UTC,972.348.605-92,12/23/1953,"Chácara de Caldeira, 6 Lajedo 03973-995 Pires Verde / MG",75910470,
614,André,Pires,sophiaduarte@example.net,PF,2014-04-16 13:23:00 UTC,413.296.058-70,6/5/1989,"Estação Pietra Costa, 19 São João 69750-619 Gomes / MG",94642477,
645,Clara,Pires,estherdias@example.org,PF,2022-05-24 13:33:00 UTC,436.072.519-16,4/10/1963,"Avenida Luiz Miguel Barros, 372 Miramar 49934530 Souza / RO",55592-946,
672,Luiz Fernando,Pires,pedro-miguel33@example.org,PF,2019-07-14 12:16:00 UTC,679.408.123-78,2/14/2005,"Estrada Gabrielly Ribeiro, 5 Alto Dos Pinheiros 82111-121 Cavalcanti das Pedras / MG",72526-425,
973,Carlos Eduardo,Pires,emanuella37@example.net,PF,2020-12-25 15:51:00 UTC,745.983.062-38,11/25/1944,"Praia Emilly Fernandes, 1 Vila Nova Gameleira 3ª Seção 43249646 Pinto dos Dourados / CE",99049657,
67,Gustavo Henrique,Porto,monteiroraul@example.com,PF,2018-05-14 13:27:00 UTC,690.251.478-01,3/5/1959,"Aeroporto Sarah Fernandes, 99 São Salvador 59863417 Duarte Paulista / SP",15270-670,
422,Nina,Porto,eloahjesus@example.com,PF,2022-11-27 13:46:00 UTC,265.904.387-65,2/28/1961,"Praça Gonçalves, 53 São Gabriel 77010127 Alves Verde / DF",10730-212,
426,Ana Lívia,Porto,da-costaluiz-henrique@example.net,PF,2022-06-27 11:26:00 UTC,392.480.761-22,4/27/1975,Lagoa Calebe Fogaça Taquaril 68451073 Pires da Prata / MS,76188259,
510,Bruno,Porto,calebe47@example.com,PF,2012-03-16 13:03:00 UTC,801.324.576-44,6/14/1978,"Vereda Kamilly Duarte, 27 Flavio Marques Lisboa 06545-234 da Cruz do Sul / GO",68650457,
627,Yasmin,Porto,theocavalcanti@example.com,PF,2020-12-14 13:51:00 UTC,423.867.950-47,12/24/1952,"Esplanada de Lima, 77 Conjunto Califórnia Ii 30064-357 da Costa dos Dourados / PI",97109620,
771,Ana Vitória,Porto,evelynmoura@example.org,PF,2020-01-16 12:55:00 UTC,206.841.539-98,3/28/1991,"Trevo Correia, 78 Vila Santa Rosa 07185785 Carvalho de Rocha / GO",15071262,
987,Clara,Porto,moraesryan@example.org,PF,2014-08-02 14:57:00 UTC,140.389.652-60,6/20/1955,"Viaduto Duarte, 76 Manacas 99172-961 Gomes da Serra / MA",23460-398,
32,Heloísa,Ramos,bda-mata@example.com,PF,2017-12-14 14:59:00 UTC,361.205.479-16,5/11/1954,"Via de Alves, 97 Vila Piratininga Venda Nova 71086-408 Cardoso / MT",17028-400,
191,Nicole,Ramos,csantos@example.org,PF,2013-03-23 14:14:00 UTC,371.605.498-48,6/17/1987,"Favela Ribeiro, 419 Vila Suzana Segunda Seção 40372-350 Porto / MT",00802-813,
232,Lorena,Ramos,livia43@example.net,PF,2013-11-27 16:57:00 UTC,851.673.209-68,3/12/1973,"Recanto da Conceição, 7 Itatiaia 08586-084 Alves Verde / BA",24779-740,
379,Enrico,Ramos,nda-rocha@example.com,PF,2021-02-21 13:18:00 UTC,502.678.493-38,3/12/1974,"Lago de Barros, 894 Marieta 1ª Seção 77018201 Santos / DF",50913156,
418,Stephany,Ramos,felipegomes@example.org,PF,2016-05-12 12:48:00 UTC,671.043.589-00,8/1/1981,"Viela Nogueira, 14 Caetano Furquim 18440-482 Mendes da Serra / AC",25306594,
446,João Gabriel,Ramos,leandro65@example.com,PF,2015-10-08 13:35:00 UTC,438.527.906-38,4/9/1997,"Núcleo Davi Lucca Fernandes, 142 Vila São Gabriel 85521997 Rezende / SP",69463-503,
484,Lorena,Ramos,ana-sophiaaraujo@example.com,PF,2021-07-01 12:51:00 UTC,291.547.063-43,12/31/2005,"Setor de Correia, 76 Novo Glória 35723978 Pinto / PI",35663647,
490,Agatha,Ramos,sarahgoncalves@example.org,PF,2021-06-07 10:30:00 UTC,582.437.190-32,10/15/1944,"Esplanada Valentina Costela, 6 Antonio Ribeiro De Abreu 1ª Seção 06588-008 Caldeira do Sul / GO",18237366,
496,Ian,Ramos,benicio20@example.com,PF,2020-02-27 12:50:00 UTC,074.953.128-23,11/10/1988,"Recanto de Cavalcanti, 9 Nossa Senhora Da Conceição 28708-559 da Mata / AC",5583827,
507,Carlos Eduardo,Ramos,yago88@example.org,PF,2015-04-20 11:35:00 UTC,953.280.641-51,11/17/1975,"Passarela Alana Nogueira, 631 Monte São José 81353488 Cavalcanti dos Dourados / MA",50196064,
521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,9/16/1987,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,
611,Ana Julia,Ramos,pedro-miguelmartins@example.net,PF,2019-08-06 14:42:00 UTC,164.598.302-15,4/2/1967,"Área de Pereira, 4 Caiçaras 68043-152 Barbosa da Mata / SP",62394839,
623,Nina,Ramos,luiz-fernando54@example.net,PF,2018-06-12 11:47:00 UTC,126.435.980-24,7/18/1966,"Alameda João Vitor Gomes, 93 São Benedito 55600759 Peixoto / MG",97022-268,
705,Marcos Vinicius,Ramos,isabel99@example.org,PF,2015-07-24 13:19:00 UTC,245.963.078-65,8/21/1975,"Estação Olivia Moreira, 2 Vila Real 1ª Seção 59820159 Sales Grande / MA",44030-253,
804,Bruno,Ramos,natalia23@example.org,PF,2011-12-06 13:00:00 UTC,739.285.406-29,11/6/1975,Passarela da Rocha Cruzeiro 90361423 Barros / MS,23047749,
815,Marcos Vinicius,Ramos,samuel86@example.com,PF,2021-06-21 14:04:00 UTC,985.320.614-51,4/21/1982,"Trecho de Dias, 6 Marçola 40811068 Caldeira / RJ",59134843,
859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,4/2/2001,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",3168134,
989,Carlos Eduardo,Ramos,thiago39@example.net,PF,2021-11-25 14:47:00 UTC,365.197.480-48,9/2/1948,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,
8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,6/21/1980,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",6016884,
27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,5/21/2006,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,
30,Gabriel,Rocha,silveirabryan@example.net,PF,2018-01-26 14:53:00 UTC,625.940.783-10,8/26/1997,"Largo Mariana Fernandes, 88 Castelo 78209280 Cardoso do Oeste / RS",93782-527,
113,Lucas Gabriel,Rocha,alana30@example.net,PF,2020-01-07 14:29:00 UTC,713.895.042-04,10/7/2001,"Viela Caroline Peixoto, 49 São Sebastião 86279204 Rocha dos Dourados / RN",58314-883,
316,Carolina,Rocha,eloah92@example.net,PF,2018-01-23 15:29:00 UTC,370.564.298-74,8/25/1999,"Alameda Olivia Sales, 986 São Bernardo 01819-608 Araújo do Sul / ES",50479649,
377,Clara,Rocha,moraesrebeca@example.com,PF,2016-12-15 15:58:00 UTC,209.576.183-95,2/15/1983,Travessa João Felipe Mendes Paulo Vi 56830645 Correia de Souza / MA,78584-453,
397,Bárbara,Rocha,martinsfernanda@example.org,PF,2018-10-13 10:51:00 UTC,031.694.287-13,11/20/2006,"Vale da Costa, 39 Vista Alegre 59154-504 Nunes de Fernandes / PA",49504138,
441,Bryan,Rocha,salesluiz-felipe@example.net,PF,2019-06-05 16:33:00 UTC,945.826.703-00,10/4/1970,"Sítio Mariane da Mota, 85 Gutierrez 24729-115 Freitas de Aragão / MT",36846-137,
480,Gustavo Henrique,Rocha,liviabarbosa@example.com,PF,2012-12-09 11:58:00 UTC,085.971.624-49,11/10/1968,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,
483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,12/9/1946,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,
505,Vitor Gabriel,Rocha,brunodas-neves@example.com,PF,2013-07-27 13:47:00 UTC,439.862.105-98,5/26/1986,"Condomínio de Ferreira, 4 Ermelinda 72207453 da Paz do Oeste / RO",15590730,
802,Esther,Rocha,steixeira@example.org,PF,2015-11-05 11:08:00 UTC,670.251.398-40,3/30/2006,"Jardim de Pinto, 52 Bonsucesso 60509-385 da Luz de Correia / BA",64912-312,
818,Yago,Rocha,bruna38@example.com,PF,2021-05-08 12:31:00 UTC,654.789.301-48,3/1/1993,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,
66,Eduardo,Sales,eloahbarbosa@example.org,PF,2021-05-19 13:18:00 UTC,917.624.538-19,5/13/1953,"Viela Silveira, 47 Alípio De Melo 29229921 Freitas / AM",97949-601,
140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,4/18/2001,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,
190,Juliana,Sales,jmoreira@example.org,PF,2014-10-17 14:48:00 UTC,063.891.472-87,12/14/1973,"Avenida Elisa da Conceição, 69 Horto 93717-436 Barbosa das Pedras / AL",17350-278,
193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,4/10/1978,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,
345,Renan,Sales,joao-miguel93@example.net,PF,2017-12-08 13:24:00 UTC,684.097.531-20,12/8/1970,Estação Isis Costela Jardim América 48676310 Martins do Sul / TO,69493-799,
544,Raquel,Sales,lorenzoazevedo@example.org,PF,2018-09-08 12:35:00 UTC,962.518.730-86,10/29/1971,Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,95017-932,
593,Maria Eduarda,Sales,paulomoraes@example.org,PF,2019-01-12 10:56:00 UTC,430.278.965-47,4/4/1943,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,
615,Vitória,Sales,dda-costa@example.com,PF,2021-06-11 16:02:00 UTC,567.094.218-30,9/23/1990,"Distrito Davi Lucca Novaes, 72 Horto Florestal 73320-109 Alves de Sales / AM",13709-647,
680,Enzo,Sales,nathanrezende@example.org,PF,2016-08-07 12:18:00 UTC,935.627.401-07,3/11/1953,"Lagoa de Silveira, 52 Conjunto Jardim Filadélfia 51841-485 da Costa / GO",52737-030,
758,João Miguel,Sales,brenda09@example.org,PF,2014-12-25 13:17:00 UTC,609.483.271-03,11/15/1956,"Viaduto Castro, 25 Grota 32361186 Almeida / ES",68408-718,
830,Paulo,Sales,emanuella07@example.net,PF,2018-01-11 14:07:00 UTC,472.935.086-38,5/28/2004,Alameda Stella Dias Pongelupe 02733-045 Cunha Alegre / MG,21494-484,
843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,10/13/1969,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,3740382,
873,Isabelly,Sales,duartelais@example.org,PF,2021-05-25 15:15:00 UTC,105.892.673-02,8/17/1976,"Rua Kevin Santos, 39 Custodinha 73653949 Cavalcanti / BA",19148089,
931,Stephany,Sales,xmelo@example.org,PF,2020-09-14 14:09:00 UTC,659.037.814-20,11/4/2000,Lagoa Cavalcanti Ouro Preto 47590033 Pinto / MG,62871467,
952,Stephany,Sales,renan82@example.com,PF,2019-12-04 12:14:00 UTC,926.134.570-07,2/6/1950,"Avenida Ferreira, 83 Braúnas 60747604 Rocha / MA",50636-754,
89,Ana Beatriz,Silva,pteixeira@example.org,PF,2021-08-26 13:23:00 UTC,529.410.638-89,1/26/1956,"Estrada de Araújo, 55 Maria Helena 78047-637 Silveira / TO",53954-224,
97,Emanuel,Silva,lara31@example.net,PF,2021-09-28 14:36:00 UTC,817.463.290-50,7/7/1956,"Jardim Eduarda Mendes, 69 Guaratã 72017454 Aragão de Mendes / SC",35556-306,
100,Maria,Silva,ana-sophia71@example.net,PF,2017-03-10 15:18:00 UTC,516.720.498-49,12/22/1998,"Travessa Almeida, 1 João Paulo Ii 18073-484 da Paz das Flores / RN",74509-994,
171,Arthur,Silva,pedro-lucassilveira@example.net,PF,2022-03-04 16:24:00 UTC,945.132.768-19,7/2/1987,"Fazenda Lívia Teixeira, 5 Bandeirantes 57287814 da Cruz / AM",58058-025,
224,Daniel,Silva,nmoura@example.org,PF,2019-09-20 12:30:00 UTC,243.781.560-08,10/28/1984,"Praça Luiz Fernando Viana, 834 Vila Bandeirantes 73051762 Azevedo de Azevedo / PB",39836037,
225,Leandro,Silva,hmoraes@example.com,PF,2020-08-18 14:58:00 UTC,073.691.854-00,8/8/1987,"Viaduto de Viana, 105 Jaqueline 91856879 Cardoso do Campo / PR",30186-893,
258,Kamilly,Silva,nunesana-clara@example.org,PF,2011-08-21 14:49:00 UTC,251.763.948-55,8/12/1961,"Alameda Antônio Carvalho, 54 Olaria 53364659 Caldeira dos Dourados / PB",53456544,
279,Heloísa,Silva,nuneslarissa@example.com,PF,2018-04-09 11:15:00 UTC,409.567.832-10,11/24/1972,"Estrada Vinicius Rezende, 35 Santa Branca 42094682 Silveira / MG",80355-665,
330,Ana Clara,Silva,da-luzalice@example.com,PF,2022-06-11 15:44:00 UTC,950.681.274-85,2/14/1953,"Rodovia Benjamin Araújo, 16 Vila Bandeirantes 53588419 da Conceição / MT",59204955,
358,Natália,Silva,lavinianascimento@example.com,PF,2019-03-15 15:56:00 UTC,419.283.657-28,3/28/1974,"Praça Gonçalves, 8 Lindéia 81429425 Porto / PB",14500-907,
382,Luiza,Silva,araujomariane@example.com,PF,2010-02-02 14:28:00 UTC,236.854.107-17,2/16/1962,"Quadra Duarte, 428 Bela Vitoria 06743246 Ferreira / MG",11019-585,
456,Gustavo Henrique,Silva,isaacpeixoto@example.com,PF,2014-02-12 15:54:00 UTC,148.236.095-06,3/1/1994,"Alameda Farias, 16 Novo Glória 82970783 Rocha do Campo / RN",73671994,
465,Cauê,Silva,caldeirabernardo@example.net,PF,2017-10-07 14:54:00 UTC,325.816.074-08,11/29/1987,"Pátio de Peixoto, 26 Santa Rita 29374-160 Santos / SC",77592-484,
606,Catarina,Silva,monteiropedro@example.com,PF,2021-06-18 14:14:00 UTC,625.098.741-01,2/19/2007,"Travessa Juan Cavalcanti, 35 São João 04630205 Nascimento / PB",68273-210,
610,Raquel,Silva,ana-lauralima@example.net,PF,2020-11-01 14:28:00 UTC,258.639.704-56,2/15/1999,"Conjunto Ana Laura Farias, 7 Jaqueline 05466-526 Aragão de da Mata / MG",78697337,
756,Letícia,Silva,alanasales@example.com,PF,2021-01-16 12:06:00 UTC,185.430.697-93,3/2/1990,"Trecho Moreira, 617 Ribeiro De Abreu 80132149 Sales / MS",97477173,
849,Pietra,Silva,da-motaisabelly@example.com,PF,2021-06-05 11:43:00 UTC,276.319.548-28,12/16/1980,"Campo de Barbosa, 50 Ernesto Nascimento 85362-692 Silveira / AM",20568868,
882,Isadora,Silva,stephanylopes@example.org,PF,2020-09-20 12:10:00 UTC,108.639.542-51,3/2/1999,"Largo Ramos, 414 Vila Cemig 42969-918 Farias / MT",14677-152,
886,Lucca,Silva,barbaradias@example.org,PF,2014-04-26 15:43:00 UTC,249.703.615-25,2/2/1952,"Viaduto Maria Vitória Gonçalves, 4 Urca 49189394 da Mata Paulista / MS",25788873,
901,Bruno,Silva,acarvalho@example.org,PF,2020-01-18 13:48:00 UTC,027.815.934-60,9/30/1987,"Ladeira Fogaça, 63 Minas Brasil 63151181 Teixeira / BA",96961992,
940,Mariana,Silva,marina51@example.org,PF,2016-10-25 11:53:00 UTC,187.394.560-48,5/30/1953,"Vila Gomes, 2 Dom Joaquim 23336341 Alves de Goiás / PB",4974394,
985,Giovanna,Silva,nogueiragabriel@example.com,PF,2018-01-18 15:15:00 UTC,398.674.215-82,8/3/1942,"Setor Diego Sales, 54 João Alfredo 66264185 Duarte / PI",94645786,
6,Ana Lívia,Souza,calmeida@example.com,PF,2010-03-09 12:09:00 UTC,470.631.825-44,4/24/1943,"Largo Alexandre da Rosa, 1 Novo Ouro Preto 31934421 Novaes de Cardoso / AC",71428-512,
17,Erick,Souza,sarahda-cruz@example.org,PF,2020-03-12 12:51:00 UTC,492.861.057-11,10/5/1992,"Núcleo Isabel Cunha, 21 Mineirão 97284-576 Rocha / PR",70742-709,
259,Brenda,Souza,amendes@example.org,PF,2019-10-12 12:17:00 UTC,094.615.782-02,5/26/1975,"Núcleo de Moraes, 87 Jardinópolis 06008-538 Oliveira / MG",64223293,
354,Isadora,Souza,caldeiraemanuelly@example.net,PF,2020-02-24 15:41:00 UTC,715.834.290-50,3/17/2003,"Vale Leandro Pires, 69 Jardim Do Vale 00139-816 Melo / AM",45708-495,
374,Lorenzo,Souza,qsilveira@example.net,PF,2013-07-28 11:52:00 UTC,951.873.026-12,7/10/1956,"Travessa Caldeira, 6 Boa União 1ª Seção 15639600 Monteiro / AC",80623-031,
380,Francisco,Souza,ana-julia74@example.com,PF,2015-10-25 15:27:00 UTC,098.754.162-58,8/15/1996,"Setor Ribeiro, 36 Dom Silverio 11812-186 Monteiro do Norte / PE",38887-523,
429,Evelyn,Souza,da-cunhathiago@example.net,PF,2015-05-28 15:38:00 UTC,732.059.648-29,8/13/1972,"Praça de Ferreira, 33 Padre Eustáquio 47737-733 Gomes de Goiás / MA",14782-172,
497,Ana Lívia,Souza,larissa08@example.com,PF,2021-10-25 16:18:00 UTC,467.038.529-10,11/14/1946,"Campo Melissa da Costa, 49 Outro 82415-948 Santos da Mata / RR",98411-088,
571,Emilly,Souza,da-conceicaogiovanna@example.com,PF,2018-01-18 14:36:00 UTC,932.806.154-70,9/27/1992,"Morro Ana Julia Lopes, 79 Conjunto Jatoba 81875740 Farias / CE",66019018,
601,Laís,Souza,ana-julia25@example.com,PF,2019-06-24 10:12:00 UTC,592.804.617-02,11/8/1998,"Vereda de Ferreira, 17 Diamante 90493973 Cavalcanti Paulista / MG",26538-781,
692,Maria Vitória,Souza,xazevedo@example.com,PF,2014-07-11 12:48:00 UTC,897.216.530-12,11/28/1990,"Morro de Alves, 55 Sport Club 69961-611 Nogueira / TO",74975416,
767,Yuri,Souza,nicole73@example.com,PF,2019-12-06 15:52:00 UTC,653.217.804-71,1/20/1975,"Loteamento Moraes, 74 Vila São Geraldo 98347-948 Castro do Campo / AC",46688811,
868,Davi Lucas,Souza,limabarbara@example.net,PF,2022-12-02 13:06:00 UTC,473.862.059-29,12/21/1973,"Travessa de Pinto, 90 Estrela Do Oriente 16648-767 Rodrigues / PR",21603-931,
898,Enzo Gabriel,Souza,heloisa15@example.net,PF,2013-02-25 15:54:00 UTC,325.168.074-90,11/29/1957,"Aeroporto Rocha, 61 Vila Cloris 99323678 Moraes Alegre / PR",00147-561,
965,Lorena,Souza,francisco43@example.net,PF,2016-08-28 14:28:00 UTC,210.574.386-26,9/24/1947,"Pátio Ana Luiza Moraes, 39 Confisco 00785025 Teixeira / BA",49204-295,
142,Luiz Otávio,Viana,noahda-costa@example.net,PF,2021-10-04 15:56:00 UTC,643.098.127-40,6/17/2005,"Vale Melo, 96 Vila Maloca 87344059 Fernandes de Goiás / RR",58446-711,
371,Júlia,Viana,maria-alice34@example.org,PF,2012-12-04 12:48:00 UTC,203.167.548-62,1/7/1949,"Trecho de Barbosa, 78 Jardim Leblon 96711910 Porto / ES",73121-676,
425,Valentina,Viana,vitornovaes@example.com,PF,2021-01-22 13:13:00 UTC,015.926.347-61,6/16/1969,"Parque Gomes, 546 Nova Cachoeirinha 28585-458 Moraes de Goiás / SP",1609847,
445,Mariane,Viana,vinicius22@example.net,PF,2019-10-18 14:44:00 UTC,576.218.940-67,12/16/1996,"Distrito de Correia, 56 Mantiqueira 10907-694 Fogaça / MS",73044-289,
530,Lorena,Viana,catarina63@example.net,PF,2018-02-14 12:30:00 UTC,163.208.794-40,2/25/1949,"Rua Raul Rezende, 47 Conjunto Taquaril 87644113 Ferreira da Praia / PI",40085637,
612,Clarice,Viana,bcorreia@example.net,PF,2017-02-05 12:35:00 UTC,812.340.597-97,1/8/1963,"Avenida de Gomes, 5 Coração De Jesus 66123471 da Conceição / PR",79919593,
654,Elisa,Viana,gramos@example.org,PF,2019-05-24 12:34:00 UTC,864.952.713-28,1/31/1973,"Lago Daniel Azevedo, 400 Vila Independencia 3ª Seção 79178213 da Mota / BA",80530791,
698,Heitor,Viana,lpires@example.com,PF,2018-08-14 15:16:00 UTC,768.245.390-74,6/10/1943,"Viaduto Jesus, 80 Itaipu 72138-616 da Conceição das Flores / MS",86122-560,
733,Gabrielly,Viana,da-motaeloah@example.com,PF,2020-09-26 10:37:00 UTC,540.163.289-42,5/29/1978,Avenida Júlia Martins Beira Linha 70330239 Jesus do Galho / ES,97449-955,
833,Rebeca,Viana,piresmarcela@example.com,PF,2014-07-17 12:29:00 UTC,832.054.796-29,9/22/1973,"Chácara de Caldeira, 93 Vila Jardim Alvorada 53433330 Moura / AL",81548-188,
857,João Gabriel,Viana,rezendemaria-cecilia@example.org,PF,2017-05-14 14:29:00 UTC,925.036.817-86,10/21/1982,"Largo Gustavo Campos, 54 Novo São Lucas 89590255 Barros de Vieira / RJ",93994345,
896,Marina,Viana,aragaoagatha@example.org,PF,2018-06-19 14:13:00 UTC,246.385.901-60,8/6/1999,Chácara Cunha Madre Gertrudes 93492613 Porto / CE,31235095,
906,Emanuella,Viana,alicialopes@example.net,PF,2012-11-25 14:07:00 UTC,430.851.762-17,8/4/1990,"Conjunto de Moura, 608 Vila Antena 19804554 Azevedo / RR",48641-854,
922,Anthony,Viana,maria-ceciliacorreia@example.com,PF,2022-08-17 11:05:00 UTC,576.049.832-00,9/27/1965,"Núcleo Evelyn Porto, 68 Minas Brasil 40353-580 Santos Alegre / RR",22237-337,
928,Ana Lívia,Viana,vitor58@example.com,PF,2022-12-16 10:46:00 UTC,785.431.629-55,1/8/1975,"Chácara de Sales, 6 Novo Tupi 64262-820 Lopes de Costa / GO",42445519,
936,Luiz Fernando,Viana,onovaes@example.net,PF,2017-03-27 16:43:00 UTC,310.657.829-77,9/12/1954,"Rua Nascimento, 454 Barro Preto 07006068 Pereira do Sul / AP",63790069,
19,Juan,Barros,oazevedo@example.net,PF,2019-10-05 13:24:00 UTC,250.861.493-98,12/27/1983,"Lago de Moraes, 17 Vila Calafate 97747-354 Barbosa / AL",50402163,
286,Arthur,Barros,aragaodiogo@example.org,PF,2021-07-12 12:27:00 UTC,042.981.536-06,10/30/1996,"Quadra Luiz Felipe Silva, 66 Providencia 39170341 Monteiro do Galho / MG",95198-890,
359,Renan,Barros,calves@example.org,PF,2019-01-15 11:27:00 UTC,145.028.679-85,8/10/1958,"Rua Gabrielly Teixeira, 5 Vila Mantiqueira 57819735 Peixoto / SC",41597-578,
363,Maria Luiza,Barros,mariana09@example.com,PF,2022-05-03 11:19:00 UTC,973.526.840-00,10/12/1991,Loteamento da Rocha Barão Homem De Melo 1ª Seção 67010422 Cardoso do Campo / MT,11833-620,
410,Mirella,Barros,andre65@example.net,PF,2019-04-22 13:24:00 UTC,312.054.796-43,5/8/1979,"Chácara Sales, 37 Olaria 01703-287 Duarte de Nunes / SE",86348520,
576,Arthur,Barros,ana-carolina66@example.net,PF,2015-12-26 13:07:00 UTC,371.604.985-93,7/24/1978,Núcleo de Gonçalves Vila Suzana Segunda Seção 99295-632 Correia Paulista / MS,53833679,
584,Nina,Barros,ana-julia39@example.net,PF,2014-11-07 11:59:00 UTC,928.647.153-09,8/4/1946,"Passarela Nina Nunes, 578 Jardim Atlântico 09085-697 Costa / GO",53337997,
595,Ana Sophia,Barros,da-matamarcela@example.com,PF,2016-10-11 15:15:00 UTC,796.521.408-30,10/5/1949,"Vale Barbosa, 4 Madre Gertrudes 10531-758 Cunha / RR",72402214,
624,Maria Vitória,Barros,pedro41@example.org,PF,2015-08-03 16:55:00 UTC,140.863.572-08,8/7/1962,"Núcleo Pires, 93 Nossa Senhora Do Rosário 62644406 Caldeira / MG",66313047,
657,Guilherme,Barros,costelacaua@example.org,PF,2020-03-06 13:40:00 UTC,340.178.269-03,7/19/1998,"Quadra da Paz, 49 Novo Das Industrias 20437973 Almeida / SP",54404420,
678,Caio,Barros,caua25@example.net,PF,2016-06-06 12:17:00 UTC,589.167.243-09,6/24/1984,"Área de da Rosa, 7 Floramar 45453-267 Moreira / AP",46910487,
704,Davi,Barros,maria-juliacarvalho@example.com,PF,2021-10-11 14:10:00 UTC,924.068.531-60,2/27/1954,"Loteamento da Costa, 10 Jonas Veiga 66521-003 Ribeiro de Ramos / CE",01888-571,
779,Ana Clara,Barros,ssilva@example.org,PF,2014-04-15 11:46:00 UTC,591.846.203-15,3/21/1968,"Trecho de Pereira, 3 Novo Tupi 95361484 Melo Grande / AP",95294945,
794,Isis,Barros,brunonunes@example.com,PF,2019-11-14 11:15:00 UTC,517.689.342-82,5/6/1962,"Viela da Luz, 664 Vila São Rafael 24907824 Nogueira / PE",26042844,
45,Bianca,Campos,leonardocorreia@example.org,PF,2015-10-19 14:51:00 UTC,783.250.419-60,4/7/1948,"Pátio de Viana, 30 São Gonçalo 46881-197 da Rocha / PA",41039-098,
75,Davi Lucas,Campos,da-pazeduardo@example.com,PF,2011-06-12 13:50:00 UTC,197.534.820-60,9/17/1951,"Rodovia Francisco Cardoso, 408 Cabana Do Pai Tomás 58589-864 Carvalho / BA",54585-000,
135,Calebe,Campos,yda-mata@example.com,PF,2016-07-03 12:30:00 UTC,482.190.675-94,8/16/1973,Morro de Melo Novo Glória 31679-981 Jesus de Araújo / MT,18419-509,
